ID;Class;Order;Family;Genus;Species
B310;Aves;Passeriformes;Motacillidae;Motacilla;alba
B313;Aves;Passeriformes;Motacillidae;Motacilla;cinerea
B311;Aves;Passeriformes;Motacillidae;Motacilla;citreola
B312;Aves;Passeriformes;Motacillidae;Motacilla;flava
B398;Aves;Passeriformes;Muscicapidae;Cercotrichas;galactote
B391;Aves;Passeriformes;Muscicapidae;Erithacus;rubecula
B388;Aves;Passeriformes;Muscicapidae;Ficedula;albicollis
B387;Aves;Passeriformes;Muscicapidae;Ficedula;hypoleuca
B390;Aves;Passeriformes;Muscicapidae;Ficedula;parva
B389;Aves;Passeriformes;Muscicapidae;Ficedula;semitorquata
B397;Aves;Passeriformes;Muscicapidae;Irania;gutturalis
B394;Aves;Passeriformes;Muscicapidae;Luscinia;calliope
B392;Aves;Passeriformes;Muscicapidae;Luscinia;luscinia
B393;Aves;Passeriformes;Muscicapidae;Luscinia;megarhynchos
B395;Aves;Passeriformes;Muscicapidae;Luscinia;svecica
B333;Aves;Passeriformes;Muscicapidae;Monticola;saxatilis
B334;Aves;Passeriformes;Muscicapidae;Monticola;solitarius
B386;Aves;Passeriformes;Muscicapidae;Muscicapa;striata
B408;Aves;Passeriformes;Muscicapidae;Oenanthe;chrysopygia
B410;Aves;Passeriformes;Muscicapidae;Oenanthe;cypriaca
B409;Aves;Passeriformes;Muscicapidae;Oenanthe;deserti
B405;Aves;Passeriformes;Muscicapidae;Oenanthe;finschii
B407;Aves;Passeriformes;Muscicapidae;Oenanthe;hispanica
B411;Aves;Passeriformes;Muscicapidae;Oenanthe;isabellina
B403;Aves;Passeriformes;Muscicapidae;Oenanthe;leucura
B404;Aves;Passeriformes;Muscicapidae;Oenanthe;oenanthe
B406;Aves;Passeriformes;Muscicapidae;Oenanthe;pleschanka
B399;Aves;Passeriformes;Muscicapidae;Phoenicurus;ochruros
B400;Aves;Passeriformes;Muscicapidae;Phoenicurus;phoenicurus
B513;Aves;Passeriformes;Muscicapidae;Saxicola;dacotiae
B401;Aves;Passeriformes;Muscicapidae;Saxicola;rubetra
B402;Aves;Passeriformes;Muscicapidae;Saxicola;torquata
B396;Aves;Passeriformes;Muscicapidae;Tarsiger;cyanurus
B432;Aves;Passeriformes;Oriolidae;Oriolus;oriolus
B418;Aves;Passeriformes;Paridae;Parus;ater
B421;Aves;Passeriformes;Paridae;Parus;caeruleus
B417;Aves;Passeriformes;Paridae;Parus;cinctus
B419;Aves;Passeriformes;Paridae;Parus;cristatus
B422;Aves;Passeriformes;Paridae;Parus;cyanus
B414;Aves;Passeriformes;Paridae;Parus;lugubris
B420;Aves;Passeriformes;Paridae;Parus;major
B416;Aves;Passeriformes;Paridae;Parus;montanus
B415;Aves;Passeriformes;Paridae;Parus;palustris
B503;Aves;Passeriformes;Passeridae;Gymnoris;xanthocollis
B506;Aves;Passeriformes;Passeridae;Montifringilla;nivalis
B499;Aves;Passeriformes;Passeridae;Passer;domesticus
B500;Aves;Passeriformes;Passeridae;Passer;hispaniolensis
B498;Aves;Passeriformes;Passeridae;Passer;italiae
B501;Aves;Passeriformes;Passeridae;Passer;moabiticus
B502;Aves;Passeriformes;Passeridae;Passer;montanus
B505;Aves;Passeriformes;Passeridae;Petronia;brachydactyla
B504;Aves;Passeriformes;Passeridae;Petronia;petronia
B331;Aves;Passeriformes;Prunellidae;Prunella;atrogularis
B328;Aves;Passeriformes;Prunellidae;Prunella;collaris
B332;Aves;Passeriformes;Prunellidae;Prunella;modularis
B329;Aves;Passeriformes;Prunellidae;Prunella;montanella
B330;Aves;Passeriformes;Prunellidae;Prunella;ocularis
B322;Aves;Passeriformes;Pycnonotidae;Pycnonotus;xanthopygos
B324;Aves;Passeriformes;Reguliidae;Regulus;ignicapillus
B323;Aves;Passeriformes;Reguliidae;Regulus;regulus
B431;Aves;Passeriformes;Remizidae;Remiz;pendulinus
B423;Aves;Passeriformes;Sittidae;Sitta;europaea
B425;Aves;Passeriformes;Sittidae;Sitta;krueperi
B426;Aves;Passeriformes;Sittidae;Sitta;neumayer
B427;Aves;Passeriformes;Sittidae;Sitta;tephronota
B424;Aves;Passeriformes;Sittidae;Sitta;whiteheadi
B428;Aves;Passeriformes;Sittidae;Tichodroma;muraria
B450;Aves;Passeriformes;Sturnidae;Sturnus;roseus
B452;Aves;Passeriformes;Sturnidae;Sturnus;unicolor
B451;Aves;Passeriformes;Sturnidae;Sturnus;vulgaris
B353;Aves;Passeriformes;Sylviidae;Acrocephalus;agricola
B357;Aves;Passeriformes;Sylviidae;Acrocephalus;arundinaceus
B355;Aves;Passeriformes;Sylviidae;Acrocephalus;dumetorum
B350;Aves;Passeriformes;Sylviidae;Acrocephalus;melanopogon
B351;Aves;Passeriformes;Sylviidae;Acrocephalus;paludicola
B356;Aves;Passeriformes;Sylviidae;Acrocephalus;palustris
B352;Aves;Passeriformes;Sylviidae;Acrocephalus;schoenobaenus
B354;Aves;Passeriformes;Sylviidae;Acrocephalus;scirpaceus
B345;Aves;Passeriformes;Sylviidae;Cettia;cetti
B358;Aves;Passeriformes;Sylviidae;Hippolais;caligata
B363;Aves;Passeriformes;Sylviidae;Hippolais;icterina
B360;Aves;Passeriformes;Sylviidae;Hippolais;languida
B361;Aves;Passeriformes;Sylviidae;Hippolais;olivetorum
B359;Aves;Passeriformes;Sylviidae;Hippolais;pallida
B362;Aves;Passeriformes;Sylviidae;Hippolais;polyglotta
B348;Aves;Passeriformes;Sylviidae;Locustella;fluviatilis
B346;Aves;Passeriformes;Sylviidae;Locustella;lanceolata
B349;Aves;Passeriformes;Sylviidae;Locustella;luscinioides
B347;Aves;Passeriformes;Sylviidae;Locustella;naevia
B367;Aves;Passeriformes;Sylviidae;Phylloscopus;bonelli
B370;Aves;Passeriformes;Sylviidae;Phylloscopus;borealis
B365;Aves;Passeriformes;Sylviidae;Phylloscopus;collybita
B369;Aves;Passeriformes;Sylviidae;Phylloscopus;inornatus
B368;Aves;Passeriformes;Sylviidae;Phylloscopus;sibilatrix
B366;Aves;Passeriformes;Sylviidae;Phylloscopus;sindianus (lorenzii)
B371;Aves;Passeriformes;Sylviidae;Phylloscopus;trochiloides
B364;Aves;Passeriformes;Sylviidae;Phylloscopus;trochilus
B372;Aves;Passeriformes;Sylviidae;Sylvia;atricapilla
B373;Aves;Passeriformes;Sylviidae;Sylvia;borin
B379;Aves;Passeriformes;Sylviidae;Sylvia;cantillans
B374;Aves;Passeriformes;Sylviidae;Sylvia;communis
B383;Aves;Passeriformes;Sylviidae;Sylvia;conspicillata
B375;Aves;Passeriformes;Sylviidae;Sylvia;curruca
B377;Aves;Passeriformes;Sylviidae;Sylvia;hortensis
B380;Aves;Passeriformes;Sylviidae;Sylvia;melanocephala
B381;Aves;Passeriformes;Sylviidae;Sylvia;melanothorax
B382;Aves;Passeriformes;Sylviidae;Sylvia;mystacea
B376;Aves;Passeriformes;Sylviidae;Sylvia;nisoria
B378;Aves;Passeriformes;Sylviidae;Sylvia;rueppelli
B385;Aves;Passeriformes;Sylviidae;Sylvia;sarda
B384;Aves;Passeriformes;Sylviidae;Sylvia;undata
B412;Aves;Passeriformes;Timaliidae;Panurus;biarmicus
B327;Aves;Passeriformes;Troglodytidae;Troglodytes;troglodytes
B340;Aves;Passeriformes;Turdidae;Turdus;iliacus
B337;Aves;Passeriformes;Turdidae;Turdus;merula
B341;Aves;Passeriformes;Turdidae;Turdus;philomelos
B339;Aves;Passeriformes;Turdidae;Turdus;pilaris
B338;Aves;Passeriformes;Turdidae;Turdus;ruficollis
B336;Aves;Passeriformes;Turdidae;Turdus;torquatus
B342;Aves;Passeriformes;Turdidae;Turdus;viscivorus
B335;Aves;Passeriformes;Turdidae;Zoothera;dauma
B29;Aves;Pelecaniformes;Pelecanidae;Pelecanus;crispus
B28;Aves;Pelecaniformes;Pelecanidae;Pelecanus;onocrotalus
B23;Aves;Pelecaniformes;Phaethontidae;Phaethon;aethereus
B26;Aves;Pelecaniformes;Phalacrocoracidae;Phalocrocorax;aristotelis
B25;Aves;Pelecaniformes;Phalacrocoracidae;Phalocrocorax;carbo
B27;Aves;Pelecaniformes;Phalacrocoracidae;Phalocrocorax;pygmaeus
B24;Aves;Pelecaniformes;Sulidae;Morus;bassanus
B43;Aves;Phoenicopteriformes;Phoenicopteridae;Phoenicopterus;roseus
B286;Aves;Piciformes;Picidae;Dendrocopos;leucotos
B287;Aves;Piciformes;Picidae;Dendrocopos;major
B285;Aves;Piciformes;Picidae;Dendrocopos;medius
B284;Aves;Piciformes;Picidae;Dendrocopos;minor
B288;Aves;Piciformes;Picidae;Dendrocopos;syriacus
B290;Aves;Piciformes;Picidae;Dryocopus;martius
B283;Aves;Piciformes;Picidae;Jynx;torquilla
B289;Aves;Piciformes;Picidae;Picoides;tridactylus
B292;Aves;Piciformes;Picidae;Picus;canus
B291;Aves;Piciformes;Picidae;Picus;viridis
B8;Aves;Podicipediformes;Podicipedidae;Podiceps;auritus
B6;Aves;Podicipediformes;Podicipedidae;Podiceps;cristatus
B7;Aves;Podicipediformes;Podicipedidae;Podiceps;grisegena
B9;Aves;Podicipediformes;Podicipedidae;Podiceps;nigricollis
B5;Aves;Podicipediformes;Podicipedidae;Tachybaptus;ruficollis
B20;Aves;Procellariformes;Hydrobatidae;Hydrobates;pelagicus
B22;Aves;Procellariformes;Hydrobatidae;Oceanodroma;castro
B21;Aves;Procellariformes;Hydrobatidae;Oceanodroma;leucorhoa
B19;Aves;Procellariformes;Hydrobatidae;Pelagodroma;marina
B13;Aves;Procellariformes;Procellaridae;Bulweria;bulwerii
B14;Aves;Procellariformes;Procellaridae;Calonectris;diomedea
B10;Aves;Procellariformes;Procellaridae;Fulmarus;glacialis
B11;Aves;Procellariformes;Procellaridae;Pterodroma;feae
B12;Aves;Procellariformes;Procellaridae;Pterodroma;madeira
B18;Aves;Procellariformes;Procellaridae;Puffinus;assimilis
B17;Aves;Procellariformes;Procellaridae;Puffinus;mauretanicus
B15;Aves;Procellariformes;Procellaridae;Puffinus;puffinus
B16;Aves;Procellariformes;Procellaridae;Puffinus;yelkouan
B265;Aves;Strigiformes;Strigidae;Aegolius;funereus
B267;Aves;Strigiformes;Strigidae;Asio;flammeus
B266;Aves;Strigiformes;Strigidae;Asio;otus
B264;Aves;Strigiformes;Strigidae;Athene;noctua
B257;Aves;Strigiformes;Strigidae;Bubo;bubo
B263;Aves;Strigiformes;Strigidae;Glaucidium;passerinum
B258;Aves;Strigiformes;Strigidae;Nyctea;scandiaca
B255;Aves;Strigiformes;Strigidae;Otus;brucei
B256;Aves;Strigiformes;Strigidae;Otus;scops
B259;Aves;Strigiformes;Strigidae;Strix;aluco
B261;Aves;Strigiformes;Strigidae;Strix;nebulosa
B260;Aves;Strigiformes;Strigidae;Strix;uralensis
B262;Aves;Strigiformes;Strigidae;Surnia;ulula
B254;Aves;Strigiformes;Tytonidae;Tyto;alba
M11;Mammalia;Carnivora;Canidae;Alopex;lagopus
M30;Mammalia;Carnivora;Canidae;Canis;aureus
M31;Mammalia;Carnivora;Canidae;Canis;lupus
M294;Mammalia;Carnivora;Canidae;Vulpes;corsac
M295;Mammalia;Carnivora;Canidae;Vulpes;vulpes
M78;Mammalia;Carnivora;Felidae;Felis;chaus
M79;Mammalia;Carnivora;Felidae;Felis;margarita
M80;Mammalia;Carnivora;Felidae;Felis;silvestris
M104;Mammalia;Carnivora;Felidae;Lynx;lynx
M105;Mammalia;Carnivora;Felidae;Lynx;pardinus
M202;Mammalia;Carnivora;Felidae;Otocolobus;manul
M205;Mammalia;Carnivora;Felidae;Panthera;pardus
M88;Mammalia;Carnivora;Herpestidae;Herpestes;ichneumon
M89;Mammalia;Carnivora;Hyaenidea;Hyaena;hyaena
M86;Mammalia;Carnivora;Mustelidae;Gulo;gulo
M103;Mammalia;Carnivora;Mustelidae;Lutra;lutra
M110;Mammalia;Carnivora;Mustelidae;Martes;foina
M111;Mammalia;Carnivora;Mustelidae;Martes;martes
M112;Mammalia;Carnivora;Mustelidae;Martes;zibellina
M113;Mammalia;Carnivora;Mustelidae;Meles;leucurus
M114;Mammalia;Carnivora;Mustelidae;Meles;meles
M163;Mammalia;Carnivora;Mustelidae;Mustela;erminea
M164;Mammalia;Carnivora;Mustelidae;Mustela;eversmanii
M165;Mammalia;Carnivora;Mustelidae;Mustela;lutreola
M166;Mammalia;Carnivora;Mustelidae;Mustela;nivalis
M167;Mammalia;Carnivora;Mustelidae;Mustela;putorius
M168;Mammalia;Carnivora;Mustelidae;Mustela;sibirica
M293;Mammalia;Carnivora;Mustelidae;Vormela;peregusna
M290;Mammalia;Carnivora;Ursidae;Ursus;arctos
M291;Mammalia;Carnivora;Ursidae;Ursus;maritimus
M83;Mammalia;Carnivora;Viverridae;Genetta;genetta
M32;Mammalia;Cetartiodactyla;Bovidae;Capra;aegagrus
M28;Mammalia;Cetartiodactyla;Bovidae;Bison;bonasus
M33;Mammalia;Cetartiodactyla;Bovidae;Capra;caucasica
M34;Mammalia;Cetartiodactyla;Bovidae;Capra;cylindricornis
M36;Mammalia;Cetartiodactyla;Bovidae;Capra;ibex
M37;Mammalia;Cetartiodactyla;Bovidae;Capra;pyrenaica
M82;Mammalia;Cetartiodactyla;Bovidae;Gazella;subgutturosa
M203;Mammalia;Cetartiodactyla;Bovidae;Ovis;aries
M204;Mammalia;Cetartiodactyla;Bovidae;Ovis;orientalis
M231;Mammalia;Cetartiodactyla;Bovidae;Rupicapra;pyrenaica
M232;Mammalia;Cetartiodactyla;Bovidae;Rupicapra;rupicapra
M233;Mammalia;Cetartiodactyla;Bovidae;Saiga;tatarica
M4;Mammalia;Cetartiodactyla;Cervidae;Alces;alces
M38;Mammalia;Cetartiodactyla;Cervidae;Capreolus;capreolus
M39;Mammalia;Cetartiodactyla;Cervidae;Capreolus;pygargus
M41;Mammalia;Cetartiodactyla;Cervidae;Cervus;elaphus
M59;Mammalia;Cetartiodactyla;Cervidae;Dama;dama
M221;Mammalia;Cetartiodactyla;Cervidae;Rangifer;tarandus
M278;Mammalia;Cetartiodactyla;Suidae;Sus;scrofa
M279;Mammalia;Chiroptera;Molossidae;Tadarida;teniotis
M230;Mammalia;Chiroptera;Pteropodidae;Rousettus;aegyptiacus
M224;Mammalia;Chiroptera;Rhinolophidae;Rhinolophus;blasii
M225;Mammalia;Chiroptera;Rhinolophidae;Rhinolophus;euryale
M226;Mammalia;Chiroptera;Rhinolophidae;Rhinolophus;ferrumequinum
M227;Mammalia;Chiroptera;Rhinolophidae;Rhinolophus;hipposideros
M228;Mammalia;Chiroptera;Rhinolophidae;Rhinolophus;mehelyi
M26;Mammalia;Chiroptera;Vespertilionidae;Barbastella;barbastellus
M27;Mammalia;Chiroptera;Vespertilionidae;Barbastella;leucomelas
M71;Mammalia;Chiroptera;Vespertilionidae;Eptesicus;bobrinskoi
M72;Mammalia;Chiroptera;Vespertilionidae;Eptesicus;bottae
M73;Mammalia;Chiroptera;Vespertilionidae;Eptesicus;nilsonii
M74;Mammalia;Chiroptera;Vespertilionidae;Eptesicus;serotinus
M155;Mammalia;Chiroptera;Vespertilionidae;Miniopterus;fuliginosus
M156;Mammalia;Chiroptera;Vespertilionidae;Miniopterus;schreibersi
M175;Mammalia;Chiroptera;Vespertilionidae;Myotis;alcathoe
M176;Mammalia;Chiroptera;Vespertilionidae;Myotis;aurascens
M177;Mammalia;Chiroptera;Vespertilionidae;Myotis;bechsteinii
M178;Mammalia;Chiroptera;Vespertilionidae;Myotis;blythii
M179;Mammalia;Chiroptera;Vespertilionidae;Myotis;brandtii
M180;Mammalia;Chiroptera;Vespertilionidae;Myotis;capaccinii
M181;Mammalia;Chiroptera;Vespertilionidae;Myotis;dasycneme
M182;Mammalia;Chiroptera;Vespertilionidae;Myotis;daubentonii
M183;Mammalia;Chiroptera;Vespertilionidae;Myotis;emarginatus
M184;Mammalia;Chiroptera;Vespertilionidae;Myotis;hajastanicus
M185;Mammalia;Chiroptera;Vespertilionidae;Myotis;myotis
M186;Mammalia;Chiroptera;Vespertilionidae;Myotis;mystacinus
M187;Mammalia;Chiroptera;Vespertilionidae;Myotis;nattereri
M188;Mammalia;Chiroptera;Vespertilionidae;Myotis;nipalensis
M189;Mammalia;Chiroptera;Vespertilionidae;Myotis;punicus
M190;Mammalia;Chiroptera;Vespertilionidae;Myotis;schaubi
M195;Mammalia;Chiroptera;Vespertilionidae;Nyctalus;azoreum
M196;Mammalia;Chiroptera;Vespertilionidae;Nyctalus;lasiopterus
M197;Mammalia;Chiroptera;Vespertilionidae;Nyctalus;leisleri
M198;Mammalia;Chiroptera;Vespertilionidae;Nyctalus;noctula
M206;Mammalia;Chiroptera;Vespertilionidae;Pipistrellus;kuhlii
M207;Mammalia;Chiroptera;Vespertilionidae;Pipistrellus;maderensis
M208;Mammalia;Chiroptera;Vespertilionidae;Pipistrellus;nathusii
M209;Mammalia;Chiroptera;Vespertilionidae;Pipistrellus;pipistrellus
M210;Mammalia;Chiroptera;Vespertilionidae;Pipistrellus;pygmaeus
M90;Mammalia;Chiroptera;Vespertilionidae;Pipistrellus;savii
M211;Mammalia;Chiroptera;Vespertilionidae;Plecotus;auritus
M212;Mammalia;Chiroptera;Vespertilionidae;Plecotus;austriacus
M213;Mammalia;Chiroptera;Vespertilionidae;Plecotus;kolombatovici
M214;Mammalia;Chiroptera;Vespertilionidae;Plecotus;macrobullaris
M215;Mammalia;Chiroptera;Vespertilionidae;Plecotus;sardus
M216;Mammalia;Chiroptera;Vespertilionidae;Plecotus;teneriffae
M292;Mammalia;Chiroptera;Vespertilionidae;Vespertilio;murinus
M25;Mammalia;Eulipotyphla;Erinaceidae;Atelerix;algirus
M75;Mammalia;Eulipotyphla;Erinaceidae;Erinaceus;concolor
M76;Mammalia;Eulipotyphla;Erinaceidae;Erinaceus;europaeus
M77;Mammalia;Eulipotyphla;Erinaceidae;Erinaceus;roumanicus
M87;Mammalia;Eulipotyphla;Erinaceidae;Hemiechinus;auritus
M47;Mammalia;Eulipotyphla;Soricidae;Crocidura;arispa
M48;Mammalia;Eulipotyphla;Soricidae;Crocidura;armenica
M49;Mammalia;Eulipotyphla;Soricidae;Crocidura;canariensis
M50;Mammalia;Eulipotyphla;Soricidae;Crocidura;caspica
M52;Mammalia;Eulipotyphla;Soricidae;Crocidura;leucodon
M53;Mammalia;Eulipotyphla;Soricidae;Crocidura;pachyura
M54;Mammalia;Eulipotyphla;Soricidae;Crocidura;russula
M55;Mammalia;Eulipotyphla;Soricidae;Crocidura;serexkyensis
M56;Mammalia;Eulipotyphla;Soricidae;Crocidura;sicula
M57;Mammalia;Eulipotyphla;Soricidae;Crocidura;suaveolens
M58;Mammalia;Eulipotyphla;Soricidae;Crocidura;zimmermanni
M63;Mammalia;Eulipotyphla;Soricidae;Diplomesodon;pulchellum
M191;Mammalia;Eulipotyphla;Soricidae;Neomys;anomalus
M192;Mammalia;Eulipotyphla;Soricidae;Neomys;fodiens
M193;Mammalia;Eulipotyphla;Soricidae;Neomys;teres
M244;Mammalia;Eulipotyphla;Soricidae;Sorex;alpinus
M245;Mammalia;Eulipotyphla;Soricidae;Sorex;antinorii
M246;Mammalia;Eulipotyphla;Soricidae;Sorex;araneus
M248;Mammalia;Eulipotyphla;Soricidae;Sorex;caecutiens
M249;Mammalia;Eulipotyphla;Soricidae;Sorex;coronatus
M250;Mammalia;Eulipotyphla;Soricidae;Sorex;granarius
M251;Mammalia;Eulipotyphla;Soricidae;Sorex;isodon
M252;Mammalia;Eulipotyphla;Soricidae;Sorex;minutissimus
M253;Mammalia;Eulipotyphla;Soricidae;Sorex;minutus
M254;Mammalia;Eulipotyphla;Soricidae;Sorex;raddei
M255;Mammalia;Eulipotyphla;Soricidae;Sorex;samniticus
M256;Mammalia;Eulipotyphla;Soricidae;Sorex;satunini
M257;Mammalia;Eulipotyphla;Soricidae;Sorex;tundrensis
M258;Mammalia;Eulipotyphla;Soricidae;Sorex;volnuchini
M277;Mammalia;Eulipotyphla;Soricidae;Suncus;etruscus
M60;Mammalia;Eulipotyphla;Talpidae;Desmana;moschata
M81;Mammalia;Eulipotyphla;Talpidae;Galemys;pyrenaicus
M280;Mammalia;Eulipotyphla;Talpidae;Talpa;caeca
M281;Mammalia;Eulipotyphla;Talpidae;Talpa;caucasica
M282;Mammalia;Eulipotyphla;Talpidae;Talpa;davidiana
M283;Mammalia;Eulipotyphla;Talpidae;Talpa;europaea
M284;Mammalia;Eulipotyphla;Talpidae;Talpa;levantis
M285;Mammalia;Eulipotyphla;Talpidae;Talpa;occidentalis
M286;Mammalia;Eulipotyphla;Talpidae;Talpa;romana
M287;Mammalia;Eulipotyphla;Talpidae;Talpa;stankovici
M96;Mammalia;Lagomorpha;Leporidae;Lepus;capensis
M97;Mammalia;Lagomorpha;Leporidae;Lepus;castroviejoi
M98;Mammalia;Lagomorpha;Leporidae;Lepus;corsicanus
M99;Mammalia;Lagomorpha;Leporidae;Lepus;europaeus
M100;Mammalia;Lagomorpha;Leporidae;Lepus;granatensis
M101;Mammalia;Lagomorpha;Leporidae;Lepus;timidus
M102;Mammalia;Lagomorpha;Leporidae;Lepus;tolai
M201;Mammalia;Lagomorpha;Leporidae;Oryctolagus;cuniculus
M199;Mammalia;Lagomorpha;Ochotonidae;Ochotona;hyperborea
M200;Mammalia;Lagomorpha;Ochotonidae;Ochotona;pusilla
M29;Mammalia;Rodentia;Calomyscidae;Calomyscus;urartensis
M40;Mammalia;Rodentia;Castoridae;Castor;fiber
M10;Mammalia;Rodentia;Cricetidae;Allocricetulus;eversmanni
M22;Mammalia;Rodentia;Cricetidae;Arvicola;amphibius
M23;Mammalia;Rodentia;Cricetidae;Arvicola;sapidus
M24;Mammalia;Rodentia;Cricetidae;Arvicola;scherman
M42;Mammalia;Rodentia;Cricetidae;Chionomys;gud
M43;Mammalia;Rodentia;Cricetidae;Chionomys;nivalis
M44;Mammalia;Rodentia;Cricetidae;Chionomys;roberti
M45;Mammalia;Rodentia;Cricetidae;Cricetulus;migratorius
M46;Mammalia;Rodentia;Cricetidae;Cricetus;cricetus
M61;Mammalia;Rodentia;Cricetidae;Dicrostonyx;torquatus
M62;Mammalia;Rodentia;Cricetidae;Dinaromys;bogdanovi
M69;Mammalia;Rodentia;Cricetidae;Ellobius;lutescens
M70;Mammalia;Rodentia;Cricetidae;Ellobius;talpinus
M93;Mammalia;Rodentia;Cricetidae;Lagurus;lagurus
M94;Mammalia;Rodentia;Cricetidae;Lemmus;lemmus
M95;Mammalia;Rodentia;Cricetidae;Lemmus;sybiricus
M123;Mammalia;Rodentia;Cricetidae;Mesocricetus;auratus
M124;Mammalia;Rodentia;Cricetidae;Mesocricetus;brandti
M125;Mammalia;Rodentia;Cricetidae;Mesocricetus;newtoni
M126;Mammalia;Rodentia;Cricetidae;Mesocricetus;raddei
M128;Mammalia;Rodentia;Cricetidae;Microtus;agrestis
M129;Mammalia;Rodentia;Cricetidae;Microtus;anatolicus
M130;Mammalia;Rodentia;Cricetidae;Microtus;arvalis
M131;Mammalia;Rodentia;Cricetidae;Microtus;bavaricus
M132;Mammalia;Rodentia;Cricetidae;Microtus;brachycercus
M133;Mammalia;Rodentia;Cricetidae;Microtus;cabrerae
M134;Mammalia;Rodentia;Cricetidae;Microtus;daghestanicus
M135;Mammalia;Rodentia;Cricetidae;Microtus;dogramacii
M136;Mammalia;Rodentia;Cricetidae;Microtus;duodecimcostatus
M137;Mammalia;Rodentia;Cricetidae;Microtus;felteni
M138;Mammalia;Rodentia;Cricetidae;Microtus;gerbei
M139;Mammalia;Rodentia;Cricetidae;Microtus;gregalis
M140;Mammalia;Rodentia;Cricetidae;Microtus;guentheri
M141;Mammalia;Rodentia;Cricetidae;Microtus;levis
M142;Mammalia;Rodentia;Cricetidae;Microtus;liechtesteini
M143;Mammalia;Rodentia;Cricetidae;Microtus;lusitanicus
M144;Mammalia;Rodentia;Cricetidae;Microtus;majori
M145;Mammalia;Rodentia;Cricetidae;Microtus;middendorffii
M146;Mammalia;Rodentia;Cricetidae;Microtus;multiplex
M147;Mammalia;Rodentia;Cricetidae;Microtus;nasarovi
M148;Mammalia;Rodentia;Cricetidae;Microtus;oeconomus
M149;Mammalia;Rodentia;Cricetidae;Microtus;savii
M150;Mammalia;Rodentia;Cricetidae;Microtus;schidlovskii
M151;Mammalia;Rodentia;Cricetidae;Microtus;socialis
M152;Mammalia;Rodentia;Cricetidae;Microtus;subterraneus
M153;Mammalia;Rodentia;Cricetidae;Microtus;tatricus
M154;Mammalia;Rodentia;Cricetidae;Microtus;thomasi
M169;Mammalia;Rodentia;Cricetidae;Myodes;glareolus
M170;Mammalia;Rodentia;Cricetidae;Myodes;rufocanus
M171;Mammalia;Rodentia;Cricetidae;Myodes;rutilus
M174;Mammalia;Rodentia;Cricetidae;Myopus;schisticolor
M217;Mammalia;Rodentia;Cricetidae;Prometheomys;schaposchnikowi
M5;Mammalia;Rodentia;Dipodidae;Allactaga;elater
M6;Mammalia;Rodentia;Dipodidae;Allactaga;euphratica
M7;Mammalia;Rodentia;Dipodidae;Allactaga;major
M8;Mammalia;Rodentia;Dipodidae;Allactaga;sibirica
M9;Mammalia;Rodentia;Dipodidae;Allactaga;williamsi
M64;Mammalia;Rodentia;Dipodidae;Dipus;sagitta
M219;Mammalia;Rodentia;Dipodidae;Pygeretmus;platyurus
M220;Mammalia;Rodentia;Dipodidae;Pygeretmus;pumilio
M236;Mammalia;Rodentia;Dipodidae;Sicista;armenica
M237;Mammalia;Rodentia;Dipodidae;Sicista;betulina
M238;Mammalia;Rodentia;Dipodidae;Sicista;caucasica
M239;Mammalia;Rodentia;Dipodidae;Sicista;kazbegica
M240;Mammalia;Rodentia;Dipodidae;Sicista;kluchorica
M241;Mammalia;Rodentia;Dipodidae;Sicista;severtzovi
M242;Mammalia;Rodentia;Dipodidae;Sicista;strandi
M243;Mammalia;Rodentia;Dipodidae;Sicista;subtilis
M276;Mammalia;Rodentia;Dipodidae;Stylodipus;telum
M65;Mammalia;Rodentia;Gliridae;Dryomys;laniger
M66;Mammalia;Rodentia;Gliridae;Dryomys;nitedula
M67;Mammalia;Rodentia;Gliridae;Eliomys;melanurus
M68;Mammalia;Rodentia;Gliridae;Eliomys;quercinus
M85;Mammalia;Rodentia;Gliridae;Glis;glis
M162;Mammalia;Rodentia;Gliridae;Muscardinus;avellanarius
M172;Mammalia;Rodentia;Gliridae;Myomimus;roachi
M173;Mammalia;Rodentia;Gliridae;Myomimus;setzeri
M91;Mammalia;Rodentia;Hystricidae;Hystrix;cristata
M92;Mammalia;Rodentia;Hystricidae;Hystrix;indica
M1;Mammalia;Rodentia;Muridae;Acomys;cilicius
M2;Mammalia;Rodentia;Muridae;Acomys;minous
M3;Mammalia;Rodentia;Muridae;Acomys;nesiotes
M12;Mammalia;Rodentia;Muridae;Apodemus;agrarius
M13;Mammalia;Rodentia;Muridae;Apodemus;alpicola
M14;Mammalia;Rodentia;Muridae;Apodemus;epimelas
M15;Mammalia;Rodentia;Muridae;Apodemus;flavicollis
M16;Mammalia;Rodentia;Muridae;Apodemus;hyrcanicus
M17;Mammalia;Rodentia;Muridae;Apodemus;mystacinus
M18;Mammalia;Rodentia;Muridae;Apodemus;ponticus
M19;Mammalia;Rodentia;Muridae;Apodemus;sylvaticus
M20;Mammalia;Rodentia;Muridae;Apodemus;uralensis
M21;Mammalia;Rodentia;Muridae;Apodemus;witherbyi
M84;Mammalia;Rodentia;Muridae;Gerbillus;dasyurus
M115;Mammalia;Rodentia;Muridae;Meriones;crassus
M116;Mammalia;Rodentia;Muridae;Meriones;dahli
M117;Mammalia;Rodentia;Muridae;Meriones;libycus
M118;Mammalia;Rodentia;Muridae;Meriones;meridianus
M119;Mammalia;Rodentia;Muridae;Meriones;persicus
